Locality,Property_Type,Area_sqft,Bedrooms,Bathrooms,Balconies,Floor,Total_Floors,Property_Age,Furnished,Parking,Lift,Power_Backup,Security,Gym,Swimming_Pool,Distance_Metro_km,Distance_School_km,Distance_Hospital_km,Facing,Water_Supply,Latitude,Longitude,Price_Lakhs
Vanasthalipuram,Apartment,925,2,1,0,1,3,6,Fully Furnished,2,No,Yes,Yes,No,No,0.52,1.9,2.57,East,24x7,17.34584,78.447489,49.61
Kothapet,Apartment,1215,2,3,1,1,8,19,Unfurnished,0,Yes,Yes,No,Yes,No,12.08,0.48,9.57,West,12 Hours,17.285295,78.532569,58.02
Tukkuguda,Independent House,1103,2,2,1,17,19,24,Fully Furnished,2,No,Yes,No,Yes,No,4.85,7.92,9.53,South-East,12 Hours,17.329859,78.519309,38.61
Attapur,Apartment,813,1,1,0,6,8,3,Unfurnished,2,Yes,No,Yes,Yes,Yes,5.12,5.4,5.78,North-West,Limited,17.454685,78.471226,42.52
Khairatabad,Apartment,1516,3,3,0,4,7,25,Fully Furnished,0,Yes,No,Yes,No,Yes,4.53,3.47,4.74,South-East,Limited,17.350059,78.529224,94.06
Bandlaguda Jagir,Apartment,1979,4,5,3,4,15,22,Unfurnished,0,Yes,Yes,No,Yes,Yes,10.74,4.45,1.37,North,24x7,17.321323,78.460888,86.57
Kompally,Apartment,1995,4,3,1,2,13,1,Fully Furnished,1,Yes,No,No,No,Yes,7.28,6.38,3.91,South,12 Hours,17.446339,78.583672,125.1
Kothaguda,Builder Floor,1082,2,1,0,1,10,5,Fully Furnished,0,Yes,No,Yes,Yes,No,14.1,5.14,7.97,North-West,12 Hours,17.363639,78.504828,101.3
Film Nagar,Apartment,1817,4,3,0,5,15,7,Unfurnished,1,No,No,Yes,Yes,Yes,2.35,2.17,1.86,West,24x7,17.300691,78.495599,221.67
Chandanagar,Builder Floor,1226,2,3,0,1,12,4,Unfurnished,2,No,No,Yes,No,No,6.81,2.8,9.58,North-East,12 Hours,17.318464,78.542826,64.28
Gachibowli,Apartment,2150,4,5,1,6,10,0,Unfurnished,2,Yes,No,Yes,Yes,No,7.74,6.03,6.45,South,Limited,17.475444,78.395184,193.4
Nallagandla,Apartment,1631,3,2,3,8,14,5,Unfurnished,1,Yes,Yes,No,Yes,No,7.07,0.33,4.22,South-East,Limited,17.405311,78.446012,103.88
Abids,Apartment,928,2,2,1,3,3,13,Fully Furnished,1,No,No,No,No,Yes,10.1,4.75,6.57,North-West,24x7,17.436801,78.407203,71.43
Habsiguda,Independent House,1139,2,3,1,1,5,7,Semi-Furnished,1,Yes,No,Yes,No,No,13.24,6.11,5.7,West,24x7,17.386778,78.460556,59.73
Himayat Nagar,Apartment,1819,3,3,1,4,12,18,Unfurnished,0,No,No,No,Yes,Yes,1.97,5.77,5.18,South,Limited,17.450501,78.526142,140.09
Vanasthalipuram,Apartment,769,1,1,1,5,8,21,Fully Furnished,1,Yes,Yes,No,No,Yes,14.9,3.42,8.73,East,12 Hours,17.377343,78.570899,32.9
Narsingi,Apartment,1299,2,2,1,4,7,2,Fully Furnished,0,Yes,Yes,Yes,No,Yes,5.01,6.03,5.51,East,24x7,17.430796,78.559038,83.13
Narsingi,Independent House,2094,4,3,0,2,7,1,Fully Furnished,0,Yes,No,Yes,Yes,Yes,12.21,0.55,0.63,North-East,12 Hours,17.446414,78.425748,175.6
Puppalaguda,Apartment,1803,3,4,3,2,2,3,Fully Furnished,1,Yes,No,Yes,No,Yes,8.94,2.49,9.79,South-West,Limited,17.352122,78.582405,131.28
Masab Tank,Apartment,955,2,3,1,5,8,16,Unfurnished,2,Yes,Yes,No,Yes,No,8.08,0.33,1.81,South-West,Limited,17.425234,78.532111,69.35
Suchitra,Apartment,1068,2,1,2,3,17,24,Fully Furnished,1,Yes,Yes,Yes,No,No,7.48,6.27,5.59,South-West,12 Hours,17.474418,78.485952,49.83
Gachibowli,Villa,1308,3,2,1,8,10,0,Fully Furnished,2,No,No,No,Yes,Yes,2.96,2.28,8.75,South,24x7,17.317607,78.543941,159.21
Madinaguda,Builder Floor,1149,2,1,1,12,20,17,Semi-Furnished,1,No,No,No,Yes,No,12.11,5.55,3.89,South-East,Limited,17.361871,78.391739,58.53
Bowenpally,Independent House,2073,4,4,0,0,11,23,Unfurnished,1,No,Yes,No,Yes,Yes,7.46,0.37,2.38,East,Limited,17.287284,78.52744,119.08
ECIL,Apartment,1233,2,1,2,7,18,18,Unfurnished,1,No,Yes,Yes,Yes,Yes,4.87,1.12,4.54,West,24x7,17.372532,78.433695,53.86
Suchitra,Apartment,886,2,3,1,12,12,25,Fully Furnished,2,No,No,No,Yes,Yes,10.18,7.51,8.69,South,12 Hours,17.448426,78.495986,34.72
Manikonda,Apartment,610,1,1,1,4,14,24,Unfurnished,1,No,Yes,No,No,Yes,8.5,2.77,7.77,West,24x7,17.295334,78.487659,30.11
Raidurg,Villa,900,2,2,0,11,19,24,Fully Furnished,1,Yes,No,No,No,Yes,5.96,7.53,0.93,South-West,24x7,17.457528,78.422551,95.16
Attapur,Apartment,1645,3,3,2,12,14,14,Semi-Furnished,0,Yes,No,Yes,No,Yes,0.9,1.87,8.36,South-West,24x7,17.395541,78.466011,80.06
ECIL,Apartment,2670,5,5,0,1,7,15,Semi-Furnished,1,Yes,Yes,Yes,No,No,12.41,6.77,5.28,North-West,Limited,17.458059,78.418155,128.54
Bollaram,Apartment,938,2,2,1,10,13,16,Semi-Furnished,0,No,Yes,No,Yes,No,6.54,2.23,0.6,South-East,Limited,17.343009,78.560983,28.58
Kollur,Builder Floor,1411,3,3,1,12,18,15,Semi-Furnished,2,Yes,No,Yes,Yes,No,10.97,6.74,6.27,South-East,Limited,17.444336,78.436794,69.65
ECIL,Villa,1602,3,3,1,2,2,10,Semi-Furnished,0,No,Yes,No,Yes,Yes,7.38,4.75,7.55,North-West,Limited,17.399349,78.553266,91.3
Nacharam,Independent House,1199,2,2,1,1,15,23,Semi-Furnished,2,No,No,No,No,No,2.8,6.85,6.07,East,24x7,17.287431,78.521504,57.49
ECIL,Independent House,1290,2,3,2,3,5,23,Unfurnished,0,Yes,Yes,Yes,Yes,No,2.0,6.16,8.44,North-West,Limited,17.394772,78.444227,50.8
Nacharam,Apartment,1633,3,3,0,2,10,19,Fully Furnished,1,Yes,No,No,No,Yes,0.97,1.65,1.48,South-East,Limited,17.355592,78.510958,83.59
Balapur,Apartment,2464,4,5,0,2,4,5,Fully Furnished,1,No,No,Yes,Yes,No,8.42,6.99,4.78,East,24x7,17.43154,78.467605,88.17
Uppal,Apartment,1550,3,2,0,9,10,6,Unfurnished,0,No,No,Yes,No,No,5.96,2.02,1.57,South-West,24x7,17.441752,78.443852,68.39
Malkajgiri,Apartment,1134,2,1,2,0,8,23,Semi-Furnished,1,No,Yes,Yes,No,No,2.08,4.95,7.51,South,24x7,17.422089,78.453191,52.1
Kothaguda,Apartment,1289,3,3,0,3,13,11,Fully Furnished,0,No,No,Yes,Yes,No,10.92,3.78,6.64,North,12 Hours,17.359784,78.57559,99.23
Karmanghat,Apartment,1100,2,2,2,11,19,0,Semi-Furnished,2,Yes,No,No,Yes,No,11.35,7.95,7.66,East,24x7,17.419296,78.513156,56.38
Saroornagar,Apartment,2278,4,4,0,1,6,24,Unfurnished,1,No,Yes,Yes,No,No,8.36,7.34,6.06,North,24x7,17.368667,78.536888,83.87
Miyapur,Apartment,635,1,1,1,0,3,4,Semi-Furnished,2,No,No,Yes,Yes,Yes,14.85,2.48,8.06,East,24x7,17.340571,78.441964,33.22
LB Nagar,Independent House,1251,2,2,2,3,7,6,Unfurnished,1,Yes,No,Yes,No,Yes,0.61,4.44,3.79,South,24x7,17.481074,78.400201,77.68
Kapra,Apartment,1758,4,5,2,12,20,10,Fully Furnished,2,Yes,Yes,Yes,Yes,Yes,14.52,3.39,1.21,South-West,12 Hours,17.320873,78.580835,86.55
Mehdipatnam,Apartment,2093,4,4,2,1,3,14,Semi-Furnished,2,Yes,Yes,Yes,No,No,1.6,2.06,5.08,South,Limited,17.36572,78.534277,108.86
Nacharam,Apartment,1286,2,3,1,1,13,4,Fully Furnished,0,No,Yes,No,Yes,Yes,0.57,4.87,6.77,North-East,12 Hours,17.369546,78.456005,67.68
Nanakramguda,Apartment,1031,2,2,1,0,12,10,Unfurnished,1,Yes,Yes,Yes,Yes,No,3.95,6.78,5.42,South-West,12 Hours,17.337855,78.427767,78.45
Pocharam,Apartment,914,2,2,2,2,9,4,Unfurnished,2,Yes,No,No,Yes,Yes,11.17,7.76,3.37,South-West,12 Hours,17.338707,78.444192,45.42
Mallapur,Apartment,1403,3,3,1,4,6,18,Fully Furnished,1,No,Yes,No,Yes,Yes,5.43,5.82,6.82,South-East,12 Hours,17.478707,78.507427,70.26
Kothapet,Apartment,1567,3,3,1,11,11,13,Fully Furnished,1,Yes,No,Yes,Yes,No,6.27,1.27,6.05,North,12 Hours,17.300117,78.576985,78.36
Nizampet,Villa,1282,3,4,1,5,18,5,Unfurnished,1,Yes,Yes,Yes,No,No,2.94,7.1,3.35,North,Limited,17.303413,78.506509,83.74
Miyapur,Independent House,2361,4,3,0,6,6,5,Unfurnished,1,Yes,No,Yes,Yes,Yes,9.28,5.34,4.25,South-West,24x7,17.414701,78.44018,154.68
Uppal,Apartment,1550,3,2,2,3,14,5,Unfurnished,1,No,Yes,Yes,Yes,Yes,1.22,6.15,5.96,South,12 Hours,17.478003,78.436879,65.05
Adibatla,Apartment,1087,2,1,0,7,19,12,Unfurnished,2,Yes,No,Yes,Yes,No,7.54,0.59,4.3,South-East,24x7,17.426326,78.508701,37.74
Tarnaka,Apartment,916,2,3,1,5,7,0,Unfurnished,2,No,Yes,No,Yes,Yes,4.43,0.99,8.35,North,24x7,17.339219,78.506234,50.74
Khajaguda,Builder Floor,2505,4,5,0,1,1,9,Fully Furnished,0,No,No,Yes,Yes,Yes,6.14,2.43,8.26,West,Limited,17.474347,78.407881,172.17
Nagole,Apartment,1597,3,3,3,14,14,24,Unfurnished,1,Yes,No,No,Yes,Yes,12.37,7.08,8.18,South-West,12 Hours,17.473947,78.534007,67.48
Narsingi,Apartment,594,1,2,0,2,6,22,Unfurnished,0,Yes,No,Yes,No,No,4.37,2.36,7.8,North,24x7,17.325527,78.504217,36.47
Nacharam,Independent House,1598,3,3,3,0,19,5,Semi-Furnished,1,No,Yes,No,Yes,No,8.61,0.62,7.04,North,24x7,17.421022,78.46833,87.5
Mallapur,Apartment,1203,3,3,1,10,17,20,Semi-Furnished,1,No,Yes,Yes,No,No,3.9,6.31,6.23,East,Limited,17.401585,78.43732,56.48
Peerzadiguda,Apartment,1251,3,3,3,11,14,3,Semi-Furnished,0,No,No,No,Yes,No,1.24,5.9,1.28,South-West,Limited,17.476516,78.466507,57.79
Tarnaka,Villa,1334,3,4,1,8,13,25,Unfurnished,1,No,Yes,No,Yes,Yes,2.66,3.96,7.11,West,24x7,17.322708,78.521192,81.45
Ameerpet,Apartment,1280,2,3,0,3,10,11,Semi-Furnished,1,Yes,No,Yes,Yes,Yes,6.94,7.34,6.13,South,24x7,17.305379,78.388364,85.55
Lakdikapul,Apartment,1222,3,4,3,4,4,4,Unfurnished,2,Yes,No,No,No,No,11.75,5.03,7.83,South-West,Limited,17.303525,78.536377,76.82
LB Nagar,Apartment,1537,3,2,3,6,16,18,Semi-Furnished,0,No,Yes,No,No,Yes,11.26,2.72,9.95,North-West,24x7,17.371804,78.438442,77.77
Maheshwaram,Apartment,910,2,3,0,8,9,13,Fully Furnished,0,No,No,Yes,No,No,3.49,6.76,7.74,South-East,24x7,17.42969,78.388511,30.83
Isnapur,Apartment,2294,4,4,0,17,19,5,Semi-Furnished,0,Yes,No,No,Yes,Yes,7.22,3.82,9.19,East,Limited,17.407658,78.514238,66.06
Ameerpet,Apartment,999,2,2,0,3,7,2,Fully Furnished,0,No,No,Yes,Yes,No,5.7,4.65,9.79,South-West,24x7,17.427811,78.404978,70.91
Bandlaguda Jagir,Apartment,1125,2,3,0,1,1,8,Fully Furnished,2,Yes,No,Yes,No,Yes,12.27,5.67,7.94,West,12 Hours,17.460494,78.534445,50.55
Khajaguda,Apartment,1705,4,5,3,3,9,21,Unfurnished,1,Yes,Yes,No,No,Yes,13.57,5.34,1.38,East,24x7,17.334675,78.429581,106.16
Gachibowli,Apartment,1859,4,5,2,1,2,1,Unfurnished,0,Yes,Yes,No,Yes,No,2.68,1.58,9.49,North,Limited,17.334512,78.399205,146.65
Vanasthalipuram,Independent House,559,1,2,0,16,17,21,Fully Furnished,1,Yes,No,No,Yes,Yes,6.57,0.32,9.4,West,Limited,17.431547,78.508046,26.78
Attapur,Apartment,1050,2,2,0,1,18,16,Unfurnished,0,Yes,Yes,No,Yes,Yes,14.92,3.54,6.89,North-East,12 Hours,17.30123,78.576998,48.43
Nizampet,Independent House,1183,2,2,2,5,9,16,Fully Furnished,1,Yes,Yes,Yes,Yes,No,12.25,7.46,1.85,North,Limited,17.446018,78.551297,66.71
Nizampet,Apartment,1359,3,3,3,3,12,0,Unfurnished,2,No,No,No,Yes,Yes,9.35,5.3,4.76,North,12 Hours,17.393851,78.426756,79.48
Tolichowki,Apartment,1515,3,2,2,3,12,22,Semi-Furnished,1,Yes,No,No,No,Yes,14.58,7.03,8.36,North-East,Limited,17.433576,78.534283,71.25
Kollur,Apartment,1662,3,4,1,11,17,8,Fully Furnished,1,No,Yes,Yes,Yes,Yes,6.7,3.23,8.16,South-East,12 Hours,17.298692,78.460923,74.98
Raidurg,Apartment,1268,2,3,2,1,6,23,Unfurnished,1,Yes,No,Yes,Yes,No,8.67,1.29,4.15,South-East,24x7,17.40189,78.494366,97.07
Meerpet,Apartment,1026,2,3,2,19,19,21,Unfurnished,2,Yes,Yes,No,No,No,8.56,3.87,5.21,North,12 Hours,17.35869,78.565769,42.78
Jubilee Hills,Apartment,938,2,1,2,9,9,7,Unfurnished,1,Yes,Yes,Yes,Yes,Yes,6.34,0.53,9.02,North-East,12 Hours,17.442477,78.477569,125.77
Beeramguda,Apartment,1850,4,3,2,0,8,9,Fully Furnished,2,Yes,Yes,No,Yes,Yes,3.46,6.55,5.21,North,Limited,17.334677,78.527792,84.16
Boduppal,Apartment,1645,3,3,3,2,10,23,Fully Furnished,2,Yes,No,Yes,No,Yes,1.31,1.71,3.7,South,24x7,17.373509,78.516564,61.55
Ghatkesar,Apartment,1804,4,4,3,4,5,24,Fully Furnished,0,No,No,Yes,Yes,Yes,7.37,3.11,6.47,East,12 Hours,17.297801,78.551649,68.87
Habsiguda,Apartment,1785,3,3,3,5,5,23,Fully Furnished,1,Yes,No,Yes,No,No,4.24,5.77,3.52,West,Limited,17.373784,78.391083,84.38
Peerzadiguda,Apartment,1299,3,2,0,15,16,15,Unfurnished,2,Yes,Yes,No,No,Yes,3.77,0.96,5.97,North,24x7,17.385526,78.397935,62.07
Khairatabad,Apartment,1811,3,2,1,15,17,6,Unfurnished,1,Yes,Yes,No,Yes,No,12.85,2.69,8.54,North-East,Limited,17.470422,78.407779,137.03
Banjara Hills,Apartment,823,1,2,0,5,8,2,Unfurnished,2,No,No,No,Yes,Yes,11.9,5.15,9.79,North-West,24x7,17.366934,78.517735,100.36
Alwal,Apartment,1555,3,2,2,6,12,6,Semi-Furnished,0,Yes,No,Yes,No,No,8.4,0.91,7.5,West,12 Hours,17.316898,78.418793,83.01
ECIL,Independent House,1885,3,3,1,3,20,12,Unfurnished,2,No,No,Yes,Yes,No,0.66,2.19,8.37,East,Limited,17.322129,78.519544,88.15
Ameerpet,Apartment,2709,5,5,1,0,3,21,Unfurnished,2,No,No,Yes,Yes,Yes,7.95,7.35,5.67,South-East,Limited,17.447825,78.523727,145.25
Tukkuguda,Independent House,1746,3,2,1,5,13,5,Fully Furnished,2,No,Yes,No,No,No,10.78,1.89,2.44,South,12 Hours,17.342837,78.448661,84.05
Tellapur,Apartment,1089,2,2,1,0,1,24,Semi-Furnished,1,Yes,No,Yes,Yes,Yes,14.7,5.81,6.2,West,Limited,17.388001,78.493811,51.63
Old Alwal,Apartment,1288,2,2,1,1,13,3,Semi-Furnished,2,No,No,Yes,No,Yes,12.1,2.16,6.75,West,Limited,17.355758,78.552411,55.15
Uppal,Apartment,1200,2,2,0,1,1,7,Fully Furnished,1,Yes,No,No,No,No,10.81,2.58,7.4,East,Limited,17.346559,78.569458,52.95
Isnapur,Villa,1781,4,5,0,6,10,23,Unfurnished,2,No,Yes,No,No,No,12.16,7.98,1.76,South-East,24x7,17.350349,78.457585,60.34
Somajiguda,Apartment,668,1,1,0,1,13,23,Fully Furnished,1,Yes,Yes,No,No,No,0.59,7.28,5.41,East,12 Hours,17.473224,78.561964,61.87
Alwal,Apartment,1274,2,1,1,0,2,23,Fully Furnished,2,Yes,No,No,Yes,Yes,0.66,1.97,0.92,West,24x7,17.363546,78.497374,51.93
Alwal,Apartment,861,2,2,1,5,6,6,Semi-Furnished,1,No,No,Yes,Yes,Yes,14.55,0.62,6.42,South-East,24x7,17.323773,78.558463,49.15
Pocharam,Villa,2002,4,4,2,9,9,4,Unfurnished,1,No,No,No,No,Yes,7.95,1.26,0.65,West,Limited,17.452582,78.558453,97.26
Bandlaguda Jagir,Apartment,958,2,2,1,6,11,12,Unfurnished,0,No,Yes,Yes,No,No,1.26,5.69,4.11,South,12 Hours,17.372842,78.508809,45.48
Tarnaka,Apartment,1079,2,1,1,4,15,24,Semi-Furnished,1,Yes,Yes,Yes,No,Yes,5.81,3.11,1.17,South,Limited,17.419729,78.422551,50.02
Kokapet,Apartment,1292,3,4,3,2,4,13,Unfurnished,1,No,Yes,No,Yes,Yes,4.21,0.88,2.83,North-West,12 Hours,17.33092,78.41021,108.13
ECIL,Independent House,2449,4,4,1,2,4,22,Semi-Furnished,2,Yes,No,No,Yes,Yes,11.5,7.48,6.55,South-East,12 Hours,17.285398,78.530448,98.85
Uppal,Apartment,913,2,2,0,11,11,19,Semi-Furnished,1,No,No,Yes,No,No,1.21,1.73,2.81,South-West,12 Hours,17.387987,78.418973,47.34
ECIL,Villa,1302,3,3,1,1,1,13,Semi-Furnished,0,Yes,Yes,Yes,No,Yes,11.9,1.33,5.87,South-East,12 Hours,17.288826,78.41985,63.82
Gachibowli,Villa,2029,4,4,1,12,13,14,Semi-Furnished,2,Yes,No,Yes,No,No,13.82,5.09,7.24,South,Limited,17.333307,78.457554,188.9
Beeramguda,Apartment,943,2,1,2,2,4,22,Unfurnished,0,No,Yes,Yes,Yes,No,4.75,1.94,3.32,West,Limited,17.329472,78.490545,25.84
Vanasthalipuram,Villa,797,1,1,1,2,3,8,Fully Furnished,1,Yes,No,Yes,No,No,6.83,5.61,6.41,South,Limited,17.33407,78.398246,39.84
Neknampur,Apartment,1491,3,3,1,1,5,24,Semi-Furnished,2,Yes,Yes,No,No,No,7.27,1.87,1.22,East,12 Hours,17.331841,78.430611,69.16
Begumpet,Apartment,1203,3,3,2,0,2,12,Unfurnished,1,No,Yes,No,Yes,No,1.73,6.65,6.58,North-East,Limited,17.40826,78.498076,101.69
Ramanthapur,Apartment,1644,3,4,2,5,17,13,Semi-Furnished,1,Yes,No,Yes,No,Yes,0.7,0.61,7.21,South,Limited,17.370789,78.494881,76.2
Maheshwaram,Villa,1621,3,2,2,14,19,8,Semi-Furnished,2,No,Yes,Yes,Yes,No,11.35,6.76,7.23,West,12 Hours,17.425429,78.421039,70.33
LB Nagar,Apartment,1522,3,3,0,9,10,22,Fully Furnished,0,Yes,No,No,No,Yes,2.35,6.04,9.77,North-East,12 Hours,17.367392,78.560805,74.71
Tellapur,Apartment,1746,3,2,0,9,11,9,Fully Furnished,1,Yes,No,Yes,Yes,Yes,3.15,3.77,7.54,North,24x7,17.391501,78.409779,99.03
Rajendra Nagar,Independent House,1104,2,2,0,2,6,12,Fully Furnished,1,No,Yes,Yes,Yes,Yes,7.03,5.25,6.66,East,12 Hours,17.308441,78.454141,64.03
Saroornagar,Apartment,1593,3,2,1,9,9,20,Semi-Furnished,1,No,No,No,No,Yes,11.42,2.8,4.57,South-West,Limited,17.423415,78.42795,66.05
Meerpet,Apartment,1447,3,2,3,1,5,12,Unfurnished,0,Yes,Yes,No,Yes,No,6.31,0.36,4.48,North-West,12 Hours,17.464135,78.427563,59.91
LB Nagar,Builder Floor,1190,2,3,1,5,11,15,Semi-Furnished,0,Yes,No,No,No,No,0.58,0.7,5.48,North-West,Limited,17.368854,78.390325,60.12
Vanasthalipuram,Apartment,586,1,2,1,4,12,10,Unfurnished,0,Yes,No,No,No,Yes,11.66,4.83,4.99,North-East,24x7,17.298809,78.481551,25.7
Pragathi Nagar,Apartment,2136,4,3,1,7,11,1,Fully Furnished,0,No,Yes,Yes,No,Yes,1.16,5.09,8.19,North-East,24x7,17.410685,78.524426,120.46
Patancheru,Apartment,720,1,1,0,1,1,23,Unfurnished,0,No,Yes,No,Yes,No,9.15,6.98,9.23,South-West,24x7,17.286996,78.531389,24.2
Himayat Nagar,Apartment,1035,2,3,2,8,9,0,Semi-Furnished,1,Yes,No,Yes,No,No,11.4,4.09,9.88,East,Limited,17.452224,78.550978,72.86
Ramanthapur,Apartment,978,2,1,1,17,19,1,Unfurnished,2,No,Yes,Yes,No,No,2.63,7.01,8.64,South,24x7,17.382019,78.453426,57.81
Vanasthalipuram,Builder Floor,1116,2,2,2,1,1,6,Semi-Furnished,0,Yes,Yes,Yes,No,No,7.33,4.4,4.87,North-West,24x7,17.375259,78.423388,63.92
Ameerpet,Apartment,986,2,2,0,0,1,19,Semi-Furnished,2,No,No,Yes,No,Yes,4.05,6.2,2.1,South-East,24x7,17.461512,78.479962,55.74
Masab Tank,Apartment,1486,3,3,3,13,14,15,Semi-Furnished,2,Yes,Yes,No,Yes,Yes,6.07,1.7,6.11,West,12 Hours,17.362565,78.547408,98.81
Vanasthalipuram,Apartment,1501,3,3,3,5,12,18,Semi-Furnished,1,Yes,No,Yes,Yes,Yes,7.17,1.41,6.71,West,12 Hours,17.325695,78.400095,63.09
LB Nagar,Apartment,937,2,2,1,1,19,1,Fully Furnished,1,No,No,No,Yes,No,12.24,7.88,6.02,North-East,24x7,17.362881,78.495052,57.44
Neredmet,Apartment,1153,2,1,2,1,18,14,Fully Furnished,0,No,Yes,No,Yes,No,7.66,0.75,6.02,North-West,Limited,17.298313,78.516364,56.95
Tukkuguda,Apartment,1415,3,3,3,3,14,16,Unfurnished,0,Yes,No,No,Yes,Yes,3.95,3.37,1.53,West,Limited,17.360094,78.547463,47.43
Kismatpur,Apartment,895,2,1,0,17,19,16,Fully Furnished,1,Yes,Yes,Yes,No,Yes,13.77,3.29,7.72,East,24x7,17.484436,78.498512,37.44
Nagole,Apartment,1350,3,3,3,7,18,7,Semi-Furnished,2,No,No,No,Yes,Yes,10.85,0.64,5.16,South-West,Limited,17.329022,78.456804,76.78
Habsiguda,Independent House,1895,4,4,2,0,15,25,Semi-Furnished,1,Yes,Yes,Yes,Yes,Yes,5.18,2.92,0.91,North-West,12 Hours,17.298743,78.460615,105.5
Madhapur,Apartment,1094,2,2,2,4,9,8,Unfurnished,1,No,Yes,Yes,Yes,No,1.43,7.14,9.53,West,24x7,17.429548,78.518046,106.33
Somajiguda,Apartment,1654,3,2,2,13,13,24,Fully Furnished,2,Yes,Yes,No,No,No,8.3,7.03,1.85,North-East,Limited,17.286673,78.430233,112.52
Nampally,Apartment,1092,2,2,0,6,8,23,Semi-Furnished,1,Yes,Yes,No,Yes,Yes,9.39,3.99,7.7,South,24x7,17.381798,78.387763,56.75
Balapur,Apartment,1364,3,3,3,1,8,16,Semi-Furnished,2,Yes,Yes,Yes,Yes,No,8.61,7.4,6.79,North,24x7,17.439562,78.496384,56.41
Chandanagar,Apartment,1581,3,2,2,8,9,7,Fully Furnished,1,No,Yes,No,Yes,No,4.73,3.26,4.97,North-East,12 Hours,17.438303,78.503443,80.96
Neknampur,Independent House,1757,3,3,0,8,16,23,Fully Furnished,0,No,Yes,No,Yes,No,0.69,1.54,2.07,West,12 Hours,17.435349,78.5473,107.95
Raidurg,Villa,1253,2,2,1,12,16,22,Unfurnished,2,No,Yes,No,No,No,0.87,7.97,6.12,North,Limited,17.313065,78.520931,114.04
Bollaram,Builder Floor,2258,5,5,3,11,12,0,Fully Furnished,2,No,Yes,Yes,Yes,No,5.97,3.84,6.2,South-East,12 Hours,17.433451,78.420676,111.79
Mallapur,Apartment,3007,5,5,2,6,6,1,Unfurnished,0,Yes,Yes,No,Yes,Yes,13.54,1.91,4.66,South-East,Limited,17.463082,78.536696,122.85
Tarnaka,Apartment,1296,3,4,3,2,20,10,Unfurnished,2,No,No,No,Yes,No,4.76,5.05,2.51,North-West,24x7,17.436743,78.506131,79.93
Begumpet,Villa,1007,2,2,1,0,2,17,Semi-Furnished,0,No,Yes,No,Yes,Yes,8.73,6.32,3.89,South-East,Limited,17.462826,78.502461,88.26
Khairatabad,Apartment,943,2,3,2,12,15,8,Unfurnished,1,Yes,Yes,Yes,No,Yes,14.61,6.02,3.68,West,Limited,17.316295,78.481484,63.02
Kapra,Villa,1131,2,3,1,1,5,17,Fully Furnished,0,Yes,No,No,Yes,Yes,1.46,7.42,3.12,West,12 Hours,17.339189,78.427151,61.04
Balapur,Apartment,983,2,3,2,14,17,18,Semi-Furnished,0,Yes,Yes,Yes,No,Yes,8.96,2.5,4.69,South-East,12 Hours,17.3333,78.429683,31.41
Dilsukhnagar,Apartment,1582,3,2,0,4,4,15,Unfurnished,0,No,Yes,Yes,No,Yes,14.11,2.23,4.61,South-East,24x7,17.466568,78.488112,74.26
Puppalaguda,Independent House,1761,3,2,3,0,4,19,Fully Furnished,1,No,No,No,Yes,No,11.53,6.76,4.36,East,24x7,17.300394,78.525931,133.93
Balapur,Apartment,1273,3,3,2,5,6,23,Unfurnished,0,No,Yes,Yes,Yes,Yes,1.29,7.68,4.6,North-West,Limited,17.449366,78.518602,38.39
Film Nagar,Villa,997,2,1,0,2,10,0,Semi-Furnished,1,No,Yes,Yes,No,Yes,4.21,5.99,5.88,East,24x7,17.339389,78.525172,152.19
Nacharam,Apartment,1344,3,3,1,2,5,1,Unfurnished,1,Yes,Yes,Yes,Yes,Yes,5.9,1.38,0.76,East,24x7,17.472814,78.513975,65.64
Bachupally,Apartment,1144,2,1,0,2,8,11,Unfurnished,2,No,Yes,Yes,Yes,Yes,11.13,2.26,8.41,South-East,Limited,17.338902,78.424885,49.38
Tellapur,Apartment,1505,3,3,3,12,14,0,Unfurnished,1,No,No,Yes,No,Yes,11.31,5.92,6.04,North-West,24x7,17.328743,78.505761,88.63
Nagole,Apartment,1448,3,3,2,4,6,15,Unfurnished,1,No,Yes,No,Yes,No,14.74,3.41,8.23,West,12 Hours,17.417394,78.549688,76.93
Attapur,Apartment,1177,2,1,2,6,14,9,Unfurnished,1,No,No,Yes,Yes,No,12.81,5.67,2.01,South-West,12 Hours,17.43717,78.424244,56.85
Mallapur,Apartment,956,2,3,0,17,19,10,Fully Furnished,0,Yes,No,Yes,No,No,13.89,1.46,1.48,South-West,24x7,17.42479,78.460369,52.04
Patancheru,Villa,1628,3,3,1,4,11,6,Fully Furnished,1,No,No,No,Yes,Yes,6.49,1.08,7.44,North,12 Hours,17.29123,78.438615,77.1
Boduppal,Apartment,1759,3,2,3,2,4,7,Fully Furnished,2,Yes,Yes,No,Yes,No,1.78,2.19,5.22,South,12 Hours,17.460837,78.435379,85.13
Nanakramguda,Apartment,1204,3,2,2,13,18,15,Fully Furnished,2,Yes,Yes,No,No,Yes,2.21,7.84,9.8,South-East,24x7,17.292796,78.520069,114.1
Begumpet,Apartment,992,2,2,2,5,19,12,Fully Furnished,1,No,No,Yes,Yes,Yes,7.17,6.06,6.06,North-East,24x7,17.464584,78.564324,85.42
